D10,relu,N00,0.0179972124644,N01,-0.0149945720403,N02,-0.00743776296914,N03,0.00196327503024,N04,0.0208357214349,N05,0.0108271220263,B0,-0.00484966117721
D11,relu,N00,0.00119337258598,N01,-0.0123816395198,N02,-0.00919570923086,N03,0.012170207481,N04,0.0212590579561,N05,0.0119565209242,B0,-0.48237336127
D12,relu,N00,0.00803695826134,N01,0.018198038608,N02,-0.0253949085736,N03,0.0137285441588,N04,0.000684359500457,N05,0.0250024673672,B0,0.0511107819402
D13,relu,N00,0.00276685527698,N01,0.00718920745848,N02,-0.0165096674287,N03,0.0112408362776,N04,0.00375483698525,N05,0.0188784815464,B0,0.0451157690483
D14,relu,N00,0.0194320259808,N01,0.00906610613945,N02,-0.0168797833238,N03,-0.000566951466734,N04,0.00375705305494,N05,0.0164764452556,B0,0.577096598233
D15,relu,N00,0.026024239334,N01,0.00178120330348,N02,-0.0133141121961,N03,-0.00398839529835,N04,0.00743224403492,N05,0.0135207970144,B0,0.631268189492
D16,relu,N00,0.0101748441484,N01,-0.0103239466453,N02,-0.00749824605814,N03,0.00595037740538,N04,0.020200686888,N05,0.0111434413827,B0,-0.342647998589
D17,relu,N00,0.0168948429813,N01,-0.00167616667175,N02,-0.00969878809567,N03,-0.00319169322368,N04,0.00911564325044,N05,0.00999218484197,B0,0.47067186636
D18,relu,N00,0.00923417149995,N01,0.0138168429792,N02,-0.0202059355789,N03,0.00997416126111,N04,0.00208114987755,N05,0.0191334044462,B0,0.237701631046
D19,relu,N00,0.0257752935898,N01,-0.00596016654794,N02,-0.0108216948587,N03,-0.00512350970826,N04,0.0169737245663,N05,0.0102263680268,B0,0.493121736944
D110,relu,N00,0.0332121061126,N01,-0.0207717268247,N02,-0.00591593537988,N03,-0.010809275178,N04,0.0259423602063,N05,0.0060579446014,B0,0.60978469599
D111,relu,N00,0.000322498797216,N01,0.0134723911984,N02,-0.0188201750766,N03,0.0139819782616,N04,0.00185425525951,N05,0.0204959139376,B0,-0.126548822259
D112,relu,N00,-0.0167022830194,N01,0.00372518419699,N02,-0.0125451807336,N03,0.0258374670095,N04,0.00932561681301,N05,0.0174230690564,B0,-1.07176037437
D113,relu,N00,0.027602352423,N01,-0.011413356717,N02,-0.00898405475063,N03,-0.00826819275671,N04,0.0163314484259,N05,0.00891674447706,B0,0.707624212858
D114,relu,N00,-0.0230973619256,N01,0.00714355479232,N02,-0.0154980308066,N03,0.0343645236528,N04,0.0105451800658,N05,0.0213309628041,B0,-1.44411342721
D115,relu,N00,0.0323264509023,N01,-0.0161603453563,N02,-0.00876978509749,N03,-0.00931679919241,N04,0.0223360313353,N05,0.00869511005831,B0,0.581899433053
