D10,relu,N00,0.10549557976636018,N01,-0.02205971554904836,N02,-0.019650772410782388,N03,0.21140591068080386,N04,-0.023371792128234144,N05,-0.03730253048735779,B0,-3.8469469837731447
D11,relu,N00,0.13613815435328797,N01,0.0023920248730085977,N02,-0.007915581571441739,N03,-0.11781645913267283,N04,0.03869064865178764,N05,0.04172584757844682,B0,-0.5090134421851936
D12,relu,N00,0.1094608134496294,N01,-0.15727446778844684,N02,0.08953539578497552,N03,-0.03548990941627589,N04,-0.046832749409944086,N05,-0.03361085379193862,B0,1.2471542742563124
D13,relu,N00,0.07809109110154465,N01,0.081035980753618,N02,0.05630775358292913,N03,-0.024961731122180888,N04,-0.0233543077657174,N05,0.018436282344374128,B0,-1.2985984318394057
D14,relu,N00,-0.02176555168397369,N01,0.19703692617102592,N02,-0.036329353772803566,N03,-0.04374880478643208,N04,0.2963671946276161,N05,-0.07598066705102428,B0,-4.736989912808609
D15,relu,N00,-0.011214343562060637,N01,-0.05096556174102544,N02,0.020762037903770892,N03,0.04224403138651201,N04,0.08094015849601344,N05,-0.006226863820095531,B0,-2.610424555870509
D16,relu,N00,0.016914221340859247,N01,-0.10084718253357991,N02,0.02470076013877385,N03,-0.016468906971697245,N04,0.11231969766835206,N05,-0.018157111023466455,B0,-1.8234053772189724
D17,relu,N00,-0.09202379062797877,N01,0.02545381523329432,N02,0.01881133501968987,N03,0.12446590147929097,N04,-0.018849602249621573,N05,-0.017385950726837563,B0,-1.9808990982970016
D18,relu,N00,-0.04503805025328781,N01,0.021596951137099623,N02,0.015118056255572995,N03,0.09423863896932512,N04,0.0064552310086330045,N05,0.0181068449563824,B0,-2.6648194440514947
D19,relu,N00,-0.022793774508812634,N01,0.0019124346697471214,N02,0.004789901013376538,N03,0.0722111304332511,N04,0.014323890203684774,N05,0.01613980690864301,B0,-2.2245355275782734
D110,relu,N00,0.0075671160600941974,N01,0.00587994395980699,N02,-0.244316953058274,N03,-0.006219113528428789,N04,-0.0170112510987015,N05,-0.1469303261572056,B0,3.9958394367380237
D111,relu,N00,0.01803695107852663,N01,-0.04830947944921087,N02,-0.012276112397609356,N03,-0.02011608040436307,N04,0.0755447113308027,N05,0.05446356574450304,B0,-2.4903691027508863
D112,relu,N00,0.004265153296880372,N01,0.11237225932949102,N02,-0.005731891225660722,N03,0.04628730471122564,N04,-0.1285595186025398,N05,0.04866282176101554,B0,-0.31097138050206063
D113,relu,N00,0.0016275281160674725,N01,-0.023284662505826986,N02,0.007647924587017016,N03,0.021069738753236096,N04,0.06378897426449683,N05,0.023171526828235593,B0,-2.3875574987100183
D114,relu,N00,-0.024787181357390074,N01,-0.010137831607800001,N02,-0.021714004873925354,N03,0.04830886135494181,N04,0.009810128595783724,N05,0.042430462446141855,B0,-2.1281313260311734
D115,relu,N00,-0.051789842421945495,N01,0.08979960480964182,N02,0.14118669809231205,N03,0.058241106538402004,N04,-0.029349005615437265,N05,-0.07580816241338068,B0,-0.7594959622480522
D116,relu,N00,-0.2942107999647247,N01,0.009148884272479294,N02,0.012943269530115062,N03,-0.1718566441930434,N04,-0.022605723009929215,N05,-0.015968413750759733,B0,4.92813326742983
D117,relu,N00,0.027744067118294954,N01,0.027230761764353895,N02,0.05306816383520584,N03,-0.0027891044945724934,N04,0.04173096237671213,N05,-0.003462528945383186,B0,-1.9046308111232473
D118,relu,N00,0.09487044800046839,N01,0.11982756335965057,N02,-0.05677033513650094,N03,-0.02067363886118829,N04,-0.051332377764151726,N05,0.016723095475598523,B0,-0.5295396096838776
D119,relu,N00,-0.025872468319395384,N01,-0.04529040843962204,N02,0.15457268528916893,N03,-0.06478268756783338,N04,-0.0451459378931018,N05,0.2562013200680109,B0,-3.864947785450779
D120,relu,N00,0.09723375951217318,N01,0.0015108665108886795,N02,0.09459502295773307,N03,-0.024912649212169846,N04,0.03744326094693986,N05,-0.04511680290567888,B0,-1.0659510937445442
D121,relu,N00,-0.005539547952764386,N01,-0.006727447470206134,N02,0.12872132509445086,N03,0.03216470813112291,N04,0.03613051069703833,N05,-0.10684484025104342,B0,-0.32223357552929843
